38, 254
64, 249
52, 203
60, 210
30, 169
2, 124
7, 177
5, 149
4, 141
7, 151
6, 168
7, 173
7, 174
4, 176
6, 176
11, 175
10, 168
18, 143
8, 133
1, 130
1, 89
2, 111
1, 95
1, 116
2, 162
2, 173
10, 237
10, 237
19, 222
26, 225
26, 202
6, 182
10, 203
10, 178
8, 188
24, 188
9, 220
9, 213
9, 204
9, 177
4, 218
28, 224
28, 219
73, 256
73, 243
17, 223
8, 197
6, 210
5, 221
3, 208
9, 206
8, 202
5, 177
5, 175
7, 184
5, 147
1, 160
4, 154
5, 158
12, 171
12, 191
3, 201
3, 200
4, 205
4, 206
11, 217
8, 194
13, 187
23, 191
21, 178
25, 179
15, 191
74, 210
5, 173
19, 173
13, 165
25, 170
25, 178
12, 146
8, 130
3, 127
2, 123
1, 127
1, 137
2, 180
12, 190
28, 194
52, 170
82, 207
88, 240
36, 257
16, 221
4, 214
4, 219
4, 218
6, 195
4, 167
8, 174
4, 149
8, 149
11, 163
4, 143
2, 188
3, 192
4, 193
6, 181
7, 200
1, 178
3, 190
15, 190
10, 169
38, 161
7, 185
9, 180
9, 191
9, 191
26, 199
29, 196
6, 210
26, 211
183, 202
1, 188
2, 193
2, 170
8, 193
18, 197
4, 170
13, 204
6, 180
38, 200
52, 221
21, 203
15, 197
2, 161
2, 165
2, 161
6, 195
9, 196
34, 210
11, 199
6, 198
4, 197
15, 195
493, 188
217, 170
57, 145
25, 140
4, 123
6, 147
6, 151
9, 190
5, 189
7, 177
3, 178
2, 164
11, 149
5, 192
49, 210
70, 208
58, 202
58, 213
27, 224
7, 196
4, 202
4, 199
4, 214
17, 214
7, 212
124, 178
48, 193
7, 167
9, 159
15, 149
6, 192
3, 158
3, 153
2, 152
4, 172
2, 186
4, 208
5, 204
2, 210
28, 243
14, 228
10, 220
2, 198
2, 206
1, 179
5, 198
2, 197
95, 204
6, 222
6, 198
5, 210
1, 173
2, 183
2, 175
2, 200
2, 187
5, 201
5, 191
15, 194
32, 204
165, 223
313, 225
143, 211
68, 240
20, 200
38, 248
8, 236
4, 226
6, 207
6, 198
16, 191
16, 197
22, 160
11, 166
25, 192
24, 206
26, 204
26, 233
14, 225
10, 231
7, 207
9, 198
6, 245
18, 242
64, 258
102, 261
59, 265
37, 247
57, 202
6, 190
5, 170
2, 196
3, 186
3, 191
3, 181
3, 181
2, 153
2, 147
20, 180
3, 142
3, 156
4, 177
2, 159
4, 143
2, 203
11, 210
11, 204
8, 199
82, 226
125, 214
10, 167
21, 190
16, 216
4, 204
2, 208
2, 183
3, 189
10, 154
4, 217
4, 228
2, 207
2, 197
2, 214
2, 207
2, 215
12, 262
7, 256
15, 235
40, 246
34, 237
30, 226
3, 244
2, 256
1, 227
1, 233
1, 176
14, 176
22, 187
79, 175
141, 256
115, 255
94, 264
18, 251
20, 237
12, 239
75, 187
72, 177
206, 213
357, 178
69, 226
11, 202
4, 204
4, 196
15, 189
2, 157
2, 147
11, 159
11, 149
8, 143
1, 186
1, 177
2, 174
2, 160
2, 170
2, 177
10, 204
21, 231
3, 184
5, 186
5, 180
5, 181
1, 155
7, 151
10, 181
14, 176
17, 200
7, 173
5, 156
7, 162
35, 157
6, 190
105, 228
21, 209
8, 191
123, 188
14, 166
4, 185
6, 202
11, 232
6, 220
9, 214
9, 217
2, 201
4, 239
6, 238
6, 246
6, 223
12, 228
21, 261
26, 242
26, 230
16, 209
16, 197
8, 199
39, 204
29, 176
48, 198
40, 192
4, 140
2, 155
4, 163
3, 173
12, 206
6, 236
6, 242
5, 260
5, 266
3, 255
3, 255
3, 182
4, 177
2, 144
4, 157
37, 186
24, 194
34, 235
16, 229
89, 204
27, 201
20, 208
2, 186
2, 200
22, 197
3, 218
10, 227
68, 242
14, 252
17, 237
17, 228
25, 243
4, 224
7, 180
12, 179
8, 188
68, 200
76, 207
66, 226
106, 206
78, 217
54, 207
26, 204
9, 208
9, 200
9, 185
6, 171
14, 204
22, 228
50, 231
76, 234
68, 254
83, 251
86, 228
43, 229
3, 201
14, 185
22, 187
6, 167
2, 163
5, 162
5, 186
3, 185
16, 200
9, 213
5, 212
2, 205
4, 210
8, 214
10, 216
5, 192
8, 172
5, 189
8, 228
6, 220
6, 253
6, 232
7, 234
5, 231
4, 210
14, 222
45, 247
25, 227
21, 205
21, 213
31, 213
30, 211
5, 201
3, 183
6, 171
4, 157
7, 155
2, 131
4, 179
2, 176
2, 173
2, 162
2, 208
2, 233
2, 225
2, 234
2, 198
2, 183
14, 206
5, 208
89, 190
118, 227
40, 209
21, 196
98, 232
111, 237
96, 171
8, 180
10, 182
15, 171
26, 212
50, 145
57, 201
16, 222
3, 150
1, 135
1, 141
1, 133
1, 146
1, 167
2, 190
3, 191
2, 197
5, 192
7, 170
