38, 254
64, 249
52, 203
60, 210
30, 169
2, 124
7, 177
5, 149
4, 141
7, 151
6, 168
7, 173
7, 174
4, 176
6, 176
11, 175
10, 168
18, 143
8, 133
1, 130
1, 89
2, 111
1, 95
1, 116
2, 162
2, 173
10, 237
10, 237
19, 222
26, 225
26, 202
6, 182
10, 203
10, 178
8, 188
24, 188
9, 220
9, 213
9, 204
9, 177
4, 218
28, 224
28, 219
73, 256
73, 243
17, 223
8, 197
6, 210
5, 221
3, 208
9, 206
8, 202
5, 177
5, 175
7, 184
5, 147
1, 160
4, 154
5, 158
12, 171
12, 191
3, 201
3, 200
4, 205
4, 206
11, 217
8, 194
13, 187
23, 191
21, 178
25, 179
15, 191
74, 210
5, 173
19, 173
13, 165
25, 170
25, 178
12, 146
8, 130
3, 127
2, 123
1, 127
1, 137
2, 180
12, 190
28, 194
