653, 278
1878, 312
811, 314
3, 179
25, 177
2, 162
6, 161
5, 165
54, 196
27, 201
27, 190
66, 204
7, 193
42, 176
28, 186
21, 188
12, 181
101, 153
60, 195
328, 185
4, 144
6, 150
21, 174
26, 196
75, 215
30, 228
8, 235
4, 234
23, 274
52, 287
3, 251
3, 238
3, 243
6, 259
16, 259
21, 243
36, 228
24, 202
30, 201
24, 225
10, 245
12, 228
6, 229
7, 223
8, 203
23, 197
23, 211
14, 211
65, 252
15, 214
179, 239
20, 194
7, 168
8, 140
16, 160
24, 165
24, 163
16, 200
30, 180
18, 213
51, 183
17, 189
64, 188
2, 178
4, 188
6, 188
46, 190
11, 233
32, 258
69, 218
64, 242
88, 241
4, 242
26, 256
102, 308
14, 227
3, 213
4, 208
4, 251
13, 186
27, 197
51, 208
20, 251
20, 249
20, 203
10, 189
5, 150
3, 137
8, 122
8, 118
7, 176
3, 178
2, 165
1, 225
3, 218
4, 209
5, 212
17, 237
32, 242
67, 243
127, 233
36, 241
18, 249
7, 245
3, 223
3, 210
5, 217
5, 208
5, 204
29, 200
20, 193
32, 258
29, 219
38, 218
4, 214
3, 202
3, 197
22, 183
15, 194
41, 233
5, 188
5, 196
4, 238
50, 229
97, 234
104, 231
11, 172
14, 157
7, 148
7, 151
5, 120
5, 128
5, 117
11, 154
11, 170
9, 209
11, 198
10, 188
5, 184
5, 194
2, 166
1, 183
1, 204
2, 179
4, 178
4, 165
4, 176
11, 205
16, 209
4, 182
9, 172
14, 175
10, 186
48, 175
36, 206
25, 177
48, 185
12, 173
9, 191
18, 189
8, 164
13, 163
8, 143
8, 117
16, 157
46, 173
9, 147
8, 153
8, 150
7, 148
6, 205
13, 203
14, 208
18, 213
2, 179
2, 185
4, 230
8, 250
4, 220
61, 202
53, 206
16, 156
9, 143
17, 139
16, 168
6, 183
4, 180
4, 164
4, 168
4, 175
18, 179
16, 175
22, 181
42, 220
5, 196
5, 194
5, 168
6, 192
7, 196
22, 213
13, 185
8, 183
36, 192
12, 166
12, 146
16, 143
83, 143
106, 125
44, 168
24, 163
5, 186
3, 187
5, 183
2, 161
2, 163
10, 172
31, 184
14, 221
40, 218
68, 165
270, 199
16, 194
29, 168
34, 179
24, 182
16, 184
23, 185
16, 189
17, 218
17, 209
2, 149
13, 165
19, 216
19, 208
36, 177
2, 157
5, 151
4, 186
6, 193
6, 196
7, 200
13, 202
7, 199
7, 206
7, 197
7, 182
22, 205
13, 230
6, 218
6, 212
4, 201
6, 195
10, 175
1, 162
2, 166
6, 165
6, 158
7, 215
3, 232
12, 228
15, 225
2, 217
3, 190
1, 182
1, 162
2, 134
4, 191
12, 185
12, 194
17, 237
33, 243
28, 251
5, 211
5, 219
10, 215
3, 213
2, 158
3, 163
4, 185
12, 176
12, 167
12, 168
3, 229
3, 255
3, 239
3, 231
6, 229
6, 225
6, 247
2, 226
2, 235
4, 226
1, 206
2, 192
9, 218
15, 179
11, 182
8, 155
15, 149
14, 124
3, 197
1, 208
6, 220
28, 232
14, 232
88, 191
299, 253
111, 198
7, 202
7, 197
7, 205
7, 196
2, 155
2, 161
1, 165
36, 162
12, 219
21, 212
89, 275
28, 282
14, 230
8, 225
3, 184
3, 166
10, 170
2, 146
10, 164
52, 175
6, 146
7, 215
8, 230
20, 230
7, 223
2, 215
2, 250
4, 249
12, 220
12, 228
6, 209
14, 211
10, 179
3, 172
2, 159
5, 203
9, 194
17, 195
4, 187
2, 176
2, 158
4, 199
4, 213
3, 194
3, 189
4, 178
2, 141
4, 163
4, 163
4, 159
2, 174
3, 185
10, 199
10, 196
10, 218
10, 167
17, 183
4, 160
4, 163
9, 158
3, 171
2, 173
2, 178
3, 195
3, 175
3, 155
2, 159
3, 176
10, 168
1, 175
2, 238
196, 238
202, 219
139, 197
87, 198
8, 184
5, 200
7, 175
2, 204
1, 193
8, 223
33, 230
27, 226
17, 195
25, 197
15, 222
3, 219
2, 194
3, 184
2, 147
1, 160
5, 169
26, 159
20, 148
19, 174
20, 210
38, 224
94, 211
43, 222
57, 227
17, 178
111, 195
4, 207
4, 180
3, 193
7, 188
7, 178
2, 193
3, 193
2, 215
4, 209
4, 239
4, 207
1, 201
1, 188
1, 189
25, 192
25, 212
54, 216
10, 186
7, 198
16, 219
40, 224
13, 191
15, 191
7, 167
8, 170
23, 168
16, 168
21, 171
15, 262
1, 235
4, 252
3, 239
11, 285
10, 301
25, 291
44, 253
3, 270
2, 269
95, 219
8, 193
21, 200
1298, 227
138, 275
78, 266
120, 253
18, 262
6, 251
32, 236
80, 200
28, 222
47, 213
3, 171
2, 183
7, 188
27, 201
40, 207
14, 154
4, 142
8, 180
4, 173
8, 201
11, 215
12, 221
8, 232
9, 222
21, 222
27, 193
6, 142
3, 131
4, 126
8, 143
7, 146
2, 158
3, 167
3, 210
6, 230
10, 231
12, 237
12, 234
12, 172
72, 198
151, 213
32, 208
9, 229
9, 200
9, 194
8, 165
3, 158
8, 183
7, 161
7, 187
6, 186
6, 205
1, 199
1, 221
1, 219
1, 201
2, 216
13, 207
107, 202
37, 169
23, 200
39, 206
4, 185
6, 163
4, 173
8, 205
4, 194
2, 182
1, 191
1, 213
6, 204
5, 218
18, 243
44, 174
6, 190
11, 175
18, 178
17, 200
16, 191
16, 196
16, 221
22, 224
26, 223
10, 201
9, 188
11, 203
2, 160
2, 164
5, 183
12, 181
49, 211
20, 199
121, 255
21, 165
12, 185
12, 166
12, 156
16, 184
4, 147
4, 159
4, 210
4, 212
4, 243
1, 216
1, 180
2, 194
47, 187
11, 174
11, 166
22, 197
7, 178
7, 172
8, 164
7, 187
2, 213
5, 251
10, 247
9, 234
9, 231
21, 282
9, 309
28, 309
151, 266
49, 239
24, 280
59, 262
1, 193
1, 181
4, 161
2, 158
3, 156
7, 140
10, 174
4, 174
8, 154
4, 163
4, 210
4, 214
14, 216
22, 276
99, 285
107, 226
12, 290
10, 281
19, 279
5, 222
4, 204
9, 245
30, 237
22, 221
3, 212
1, 167
1, 163
4, 166
10, 181
9, 193
10, 185
20, 203
10, 191
5, 210
9, 217
21, 234
24, 237
80, 241
37, 295
37, 252
25, 236
21, 216
10, 198
3, 167
1, 122
3, 125
3, 120
4, 137
14, 150
8, 147
14, 174
14, 178
12, 167
7, 190
2, 192
15, 202
15, 177
16, 152
18, 141
12, 120
35, 172
48, 171
6, 154
9, 156
1, 163
1, 185
2, 198
2, 202
1, 189
5, 188
5, 177
18, 167
284, 210
185, 219
80, 269
15, 256
2, 238
1, 246
1, 223
6, 240
5, 226
6, 238
3, 197
3, 192
8, 209
5, 168
5, 169
15, 179
15, 182
43, 194
5, 209
3, 216
3, 200
1, 174
1, 145
1, 164
2, 171
16, 187
14, 195
14, 169
28, 168
28, 201
66, 185
13, 196
31, 187
47, 188
3, 164
3, 155
3, 141
2, 171
2, 161
2, 180
2, 178
1, 150
1, 148
10, 183
10, 186
9, 180
7, 181
5, 193
5, 186
5, 174
5, 152
6, 166
10, 190
2, 183
2, 197
1, 194
2, 178
2, 205
2, 233
2, 227
2, 232
5, 187
5, 199
7, 211
10, 212
5, 220
15, 230
22, 192
3, 210
4, 163
2, 154
2, 125
5, 161
5, 167
18, 170
30, 166
30, 170
30, 172
12, 189
4, 164
3, 153
6, 181
2, 176
5, 191
4, 167
4, 156
2, 158
38, 195
38, 232
22, 207
61, 207
45, 191
94, 218
16, 134
286, 202
170, 223
18, 219
2, 214
3, 224
3, 228
12, 225
6, 221
7, 237
7, 225
6, 205
5, 177
15, 194
52, 235
29, 201
41, 217
20, 219
15, 215
31, 221
14, 205
14, 198
14, 233
9, 222
15, 215
8, 213
4, 205
4, 192
16, 231
16, 219
16, 218
3, 191
8, 209
8, 195
3, 152
1, 148
1, 167
4, 210
8, 261
38, 267
88, 271
38, 269
23, 241
42, 238
18, 230
6, 224
3, 201
2, 184
9, 147
3, 159
3, 145
6, 184
3, 178
4, 188
4, 165
4, 164
25, 179
50, 204
19, 237
15, 238
48, 225
17, 203
45, 213
20, 238
1, 184
2, 152
5, 192
4, 172
2, 155
4, 154
10, 142
3, 163
3, 165
9, 174
1, 171
2, 159
6, 163
6, 172
42, 166
6, 172
6, 171
3, 172
4, 147
4, 158
4, 193
2, 174
2, 164
8, 218
4, 203
4, 184
15, 199
15, 243
17, 240
16, 253
7, 298
4, 264
9, 261
20, 265
17, 226
5, 233
2, 206
2, 215
1, 188
1, 136
1, 129
3, 126
8, 143
13, 134
11, 138
6, 171
16, 221
48, 223
10, 259
14, 269
2, 246
3, 237
4, 216
13, 259
55, 244
30, 210
58, 216
8, 189
8, 155
4, 161
3, 156
3, 150
3, 179
3, 209
2, 201
5, 204
5, 192
3, 193
13, 203
5, 183
14, 208
4, 189
3, 153
42, 168
107, 151
20, 205
17, 192
19, 190
22, 214
105, 224
50, 227
50, 220
9, 173
7, 181
11, 203
34, 187
10, 233
37, 217
23, 215
10, 196
11, 220
8, 233
4, 166
3, 164
4, 203
3, 198
5, 232
2, 208
2, 181
2, 172
4, 192
8, 190
8, 192
87, 93
6, 198
6, 210
6, 212
25, 219
55, 271
6, 215
13, 229
18, 254
18, 230
16, 220
83, 255
17, 234
8, 231
42, 199
53, 188
51, 145
1, 165
1, 183
2, 177
3, 215
5, 216
2, 230
2, 221
1, 203
2, 195
5, 220
8, 227
13, 215
15, 180
27, 181
19, 178
13, 199
12, 161
32, 156
13, 158
4, 193
2, 175
2, 198
57, 218
4, 218
4, 200
3, 163
4, 166
13, 172
16, 178
37, 196
21, 233
21, 224
39, 227
5, 186
9, 182
6, 205
4, 210
8, 236
62, 241
57, 240
12, 213
9, 203
9, 208
13, 176
5, 233
10, 200
7, 222
9, 204
9, 213
6, 213
39, 193
151, 191
12, 214
12, 203
7, 193
7, 189
4, 196
7, 181
4, 189
2, 170
2, 248
4, 228
4, 212
6, 242
12, 229
120, 229
176, 228
25, 237
9, 178
4, 190
2, 197
1, 154
2, 213
2, 152
15, 138
8, 183
62, 204
63, 233
42, 146
153, 179
468, 180
95, 227
53, 235
132, 201
173, 209
42, 203
7, 151
4, 154
5, 196
12, 196
12, 208
15, 264
7, 251
10, 251
11, 224
15, 220
6, 242
2, 243
3, 211
5, 230
2, 193
1, 182
2, 171
1, 146
1, 134
8, 175
17, 164
22, 160
3, 154
3, 164
5, 218
2, 206
1, 166
1, 163
80, 172
229, 185
121, 210
53, 203
32, 211
30, 183
7, 158
7, 176
6, 152
2, 163
7, 189
9, 216
11, 212
8, 224
4, 201
1, 162
5, 174
36, 186
22, 185
10, 173
5, 175
5, 152
2, 169
2, 197
1, 170
3, 159
1, 177
1, 194
2, 216
6, 262
14, 269
12, 258
4, 233
12, 209
3, 178
2, 165
2, 151
2, 144
2, 175
1, 211
1, 223
1, 219
5, 210
27, 213
47, 263
14, 203
22, 209
22, 208
20, 215
2, 193
2, 190
2, 175
2, 166
2, 169
18, 172
59, 235
26, 224
134, 235
18, 206
41, 223
142, 247
71, 209
154, 201
12, 171
12, 137
9, 198
8, 182
12, 198
12, 190
8, 168
8, 160
2, 153
3, 143
1, 125
2, 122
5, 180
3, 172
4, 181
18, 213
13, 190
14, 184
7, 143
7, 143
5, 141
4, 141
4, 153
4, 157
14, 214
8, 213
4, 205
8, 166
4, 183
3, 180
3, 180
11, 189
11, 177
25, 167
13, 170
13, 169
6, 169
3, 164
10, 155
6, 149
7, 187
4, 190
19, 226
78, 266
175, 238
55, 250
301, 260
137, 237
146, 237
30, 164
13, 193
20, 179
26, 164
13, 164
10, 157
10, 144
20, 158
6, 182
36, 162
61, 169
76, 226
37, 209
46, 193
60, 191
35, 225
31, 227
34, 179
60, 197
4, 201
2, 201
4, 170
16, 199
16, 205
51, 220
54, 221
10, 197
12, 167
40, 162
11, 206
7, 181
1, 155
58, 179
10, 201
5, 179
7, 195
1, 192
4, 208
2, 214
20, 235
32, 216
39, 192
109, 193
10, 215
2, 173
2, 149
2, 158
6, 176
12, 190
39, 160
14, 170
27, 195
8, 195
8, 161
8, 180
5, 184
8, 200
8, 212
8, 219
8, 211
9, 215
2, 187
9, 224
9, 169
33, 163
83, 228
86, 255
48, 247
17, 239
8, 213
5, 218
5, 230
44, 233
4, 227
3, 165
1, 211
1, 210
2, 203
10, 188
10, 208
56, 238
15, 248
4, 231
4, 205
6, 188
6, 204
18, 206
5, 187
1, 190
5, 231
14, 233
224, 199
17, 199
19, 215
6, 208
34, 226
4, 190
36, 236
1, 186
2, 178
2, 168
4, 169
4, 176
5, 171
16, 168
14, 174
16, 179
7, 198
4, 202
15, 201
9, 150
23, 145
7, 163
3, 198
2, 208
2, 181
1, 211
4, 213
7, 227
7, 234
16, 234
74, 252
23, 285
12, 221
11, 233
5, 192
8, 191
8, 149
6, 139
6, 136
4, 146
10, 168
12, 163
7, 177
76, 211
10, 188
17, 238
17, 255
40, 259
35, 245
32, 210
4, 187
2, 126
2, 173
18, 220
8, 232
4, 221
4, 181
4, 193
6, 161
28, 153
15, 170
12, 198
14, 211
18, 224
18, 210
163, 191
28, 205
22, 201
392, 220
66, 217
142, 211
15, 189
16, 176
9, 157
6, 151
12, 141
17, 185
72, 201
23, 189
14, 196
7, 238
4, 213
17, 211
14, 241
14, 220
161, 173
111, 150
110, 169
94, 175
214, 194
16, 149
23, 174
3, 151
24, 193
11, 182
24, 195
54, 199
126, 201
10, 205
31, 193
27, 172
73, 224
42, 168
14, 176
52, 195
1, 124
1, 112
2, 142
15, 177
14, 180
11, 221
11, 214
11, 210
1, 180
2, 166
2, 158
2, 146
173, 145
18, 162
36, 194
121, 207
57, 215
28, 252
11, 266
7, 248
9, 257
8, 253
13, 244
8, 230
4, 224
3, 199
5, 221
3, 194
6, 195
12, 194
8, 201
2, 227
1, 186
5, 210
2, 245
4, 257
4, 252
4, 254
2, 240
2, 264
12, 281
8, 268
11, 278
30, 252
15, 170
79, 208
450, 170
10, 178
10, 158
12, 161
20, 175
18, 229
14, 176
7, 182
3, 186
1, 178
1, 185
1, 166
2, 162
57, 220
57, 239
111, 168
61, 205
5, 198
2, 183
3, 165
7, 181
3, 209
3, 204
6, 224
26, 235
48, 249
119, 254
99, 261
47, 270
5, 237
5, 233
1, 165
1, 160
4, 143
4, 149
4, 167
12, 172
15, 170
15, 182
7, 158
7, 195
7, 196
93, 137
383, 191
14, 192
7, 210
8, 229
5, 185
30, 184
17, 197
17, 179
13, 202
13, 200
224, 238
13, 247
6, 199
2, 201
1, 181
3, 186
36, 224
13, 223
4, 171
2, 172
1, 141
1, 153
1, 176
3, 160
3, 182
1, 155
2, 160
4, 156
4, 153
5, 164
13, 184
9, 170
4, 169
5, 173
3, 122
4, 135
3, 128
3, 134
3, 229
3, 206
3, 186
5, 266
5, 298
5, 266
5, 244
5, 169
3, 209
2, 193
1, 167
1, 157
7, 141
11, 162
43, 222
95, 214
10, 212
10, 214
6, 219
5, 204
2, 158
3, 152
3, 145
6, 128
97, 118
25, 188
54, 210
31, 233
7, 262
56, 266
48, 246
12, 178
28, 182
13, 193
17, 170
6, 163
6, 155
7, 146
4, 150
6, 167
12, 184
15, 212
15, 194
11, 183
126, 214
29, 188
30, 228
25, 227
51, 203
11, 193
8, 187
8, 192
2, 176
5, 184
3, 197
4, 184
4, 183
10, 166
52, 164
13, 152
56, 146
43, 175
6, 209
6, 203
12, 197
4, 204
4, 233
2, 233
2, 229
2, 229
2, 222
5, 141
4, 140
10, 141
5, 190
2, 267
275, 256
9, 243
13, 228
1, 223
5, 193
6, 209
6, 180
16, 176
1, 153
1, 130
1, 130
1, 130
1, 169
3, 164
8, 153
10, 184
25, 215
11, 233
31, 217
35, 213
65, 226
31, 193
32, 206
41, 232
45, 238
24, 250
10, 201
1, 191
29, 138
61, 137
64, 144
594, 173
39, 178
27, 193
15, 191
11, 209
6, 191
70, 167
6, 209
2, 221
1, 179
1, 173
1, 177
13, 192
2, 177
5, 165
3, 160
8, 176
17, 154
10, 168
2, 185
2, 168
17, 180
8, 178
4, 179
15, 196
26, 166
18, 150
68, 144
51, 157
16, 198
32, 234
30, 231
30, 217
30, 206
112, 177
28, 167
6, 185
6, 184
5, 188
5, 188
4, 163
6, 155
4, 179
12, 196
8, 216
2, 204
4, 202
4, 189
3, 160
3, 165
10, 176
3, 153
3, 155
2, 149
2, 182
3, 202
3, 202
4, 200
4, 208
9, 247
20, 260
12, 284
39, 261
50, 263
12, 224
6, 184
8, 196
2, 142
2, 128
2, 153
3, 179
9, 184
16, 185
9, 182
9, 187
7, 166
31, 165
17, 165
45, 196
25, 193
69, 179
161, 211
120, 220
223, 225
14, 185
4, 168
28, 186
99, 75
14, 167
6, 173
2, 160
2, 161
2, 155
17, 225
15, 209
5, 207
11, 206
4, 195
4, 202
21, 182
71, 192
5, 186
7, 191
4, 154
4, 160
4, 167
2, 161
4, 178
8, 175
4, 174
2, 161
3, 168
8, 173
6, 164
10, 182
43, 194
4, 155
114, 140
49, 184
245, 203
10, 203
43, 133
15, 222
3, 213
3, 185
3, 172
11, 189
11, 203
7, 195
3, 184
10, 157
32, 195
53, 192
53, 183
97, 158
11, 183
33, 178
16, 192
16, 193
49, 194
8, 195
5, 177
6, 184
6, 174
4, 167
2, 113
4, 160
13, 165
7, 183
7, 190
8, 179
7, 183
27, 184
60, 204
50, 182
29, 221
22, 215
26, 234
31, 241
17, 181
17, 198
7, 193
6, 211
2, 153
4, 147
6, 121
10, 163
4, 169
20, 192
30, 228
73, 221
69, 212
4, 188
10, 209
48, 208
96, 222
60, 204
52, 222
50, 232
11, 244
11, 228
32, 213
